C,MC,SCP_UID,date,B02,B03,B04
sg,sg,20200111_132125501097_972,20190128,0.1072,0.1062,0.0276
sg,sg,20200111_132125501097_972,20190128,0.0991,0.0957,0.0238
sg,sg,20200111_132125501097_972,20190128,0.0886,0.0929,0.027
sg,sg,20200111_132125501097_972,20190128,0.0835,0.0867,0.0243
sg,sg,20200111_132231738549_744,20190128,0.0719,0.0764,0.026
sg,sg,20200111_132231738549_744,20190128,0.0729,0.0797,0.0232
sg,sg,20200111_132231738549_744,20190128,0.0767,0.0796,0.0265
sg,sg,20200111_132231738549_744,20190128,0.0775,0.0808,0.0257
sg,sg,20200111_132309024469_743,20190128,0.126,0.1568,0.1076
sg,sg,20200111_132309024469_743,20190128,0.1364,0.1636,0.1086
sg,sg,20200111_132309024469_743,20190128,0.1376,0.162,0.1064
nsg,nsg,20200111_132354213312_346,20190128,0.0803,0.1112,0.098
nsg,nsg,20200111_132354213312_346,20190128,0.0777,0.1086,0.0937
nsg,nsg,20200111_132414607233_451,20190128,0.3426,0.3818,0.1804
nsg,nsg,20200111_132414607233_451,20190128,0.334,0.3768,0.1738
nsg,nsg,20200111_132414607233_451,20190128,0.3344,0.3772,0.1736
nsg,nsg,20200111_132414607233_451,20190128,0.3466,0.3876,0.1812
nsg,nsg,20200111_132414607233_451,20190128,0.334,0.3732,0.1702
nsg,nsg,20200111_132414607233_451,20190128,0.334,0.3716,0.1676
nsg,nsg,20200111_132437887152_568,20190128,0.3452,0.366,0.1416
nsg,nsg,20200111_132437887152_568,20190128,0.3352,0.3582,0.1352
nsg,nsg,20200111_132437887152_568,20190128,0.3228,0.3448,0.1356
nsg,nsg,20200111_132437887152_568,20190128,0.345,0.363,0.141
nsg,nsg,20200111_132437887152_568,20190128,0.3356,0.3574,0.1394
nsg,nsg,20200111_132437887152_568,20190128,0.3184,0.3426,0.132
nsg,nsg,20200111_132452656047_857,20190128,0.4264,0.5264,0.5876
nsg,nsg,20200111_132452656047_857,20190128,0.4364,0.5104,0.5348
nsg,nsg,20200111_132513871208_408,20190128,0.2098,0.2386,0.1114
nsg,nsg,20200111_132513871208_408,20190128,0.2348,0.2702,0.1344
nsg,nsg,20200111_132618764946_278,20190128,0.1766,0.201,0.0853
nsg,nsg,20200111_132618764946_278,20190128,0.2194,0.2718,0.2166
nsg,nsg,20200111_132618764946_278,20190128,0.1648,0.1988,0.105
nsg,nsg,20200111_132714677930_103,20190128,0.2732,0.2878,0.1118
nsg,nsg,20200111_132714677930_103,20190128,0.2756,0.2894,0.1056
nsg,nsg,20200111_132714677930_103,20190128,0.27,0.3098,0.1122
nsg,nsg,20200111_132745467341_404,20190128,0.1772,0.1538,0.0275
nsg,nsg,20200111_132745467341_404,20190128,0.1822,0.1566,0.0291
nsg,nsg,20200111_132745467341_404,20190128,0.187,0.1606,0.0287
nsg,nsg,20200111_132745467341_404,20190128,0.1874,0.1608,0.0283
nsg,nsg,20200111_132745467341_404,20190128,0.1818,0.1558,0.0294
nsg,nsg,20200111_132745467341_404,20190128,0.1832,0.157,0.029
nsg,nsg,20200111_132745467341_404,20190128,0.1854,0.1574,0.0277
nsg,nsg,20200111_132745467341_404,20190128,0.1878,0.1602,0.0283
nsg,nsg,20200111_132745467341_404,20190128,0.1898,0.1614,0.0284
nsg,nsg,20200111_132745467341_404,20190128,0.1832,0.1588,0.0281
nsg,nsg,20200111_132745467341_404,20190128,0.1872,0.1582,0.0281
nsg,nsg,20200111_132745467341_404,20190128,0.191,0.1622,0.0282
nsg,nsg,20200111_132745467341_404,20190128,0.1902,0.163,0.0283
nsg,nsg,20200111_132745467341_404,20190128,0.194,0.1654,0.0287
nsg,nsg,20200111_132745467341_404,20190128,0.1874,0.162,0.028
nsg,nsg,20200111_132745467341_404,20190128,0.1904,0.1606,0.0282
nsg,nsg,20200111_132745467341_404,20190128,0.1944,0.1666,0.0282
nsg,nsg,20200111_132745467341_404,20190128,0.198,0.166,0.0275
nsg,nsg,20200111_132745467341_404,20190128,0.1982,0.1686,0.0287
nsg,nsg,20200111_132837958819_748,20190128,0.1482,0.2124,0.1036
nsg,nsg,20200111_132837958819_748,20190128,0.1378,0.2044,0.0985
nsg,nsg,20200111_132837958819_748,20190128,0.131,0.1996,0.0999
nsg,nsg,20200111_132837958819_748,20190128,0.149,0.2154,0.107
nsg,nsg,20200111_132837958819_748,20190128,0.14,0.2122,0.1023
nsg,nsg,20200111_132837958819_748,20190128,0.1346,0.2034,0.1009
nsg,nsg,20200111_132837958819_748,20190128,0.146,0.2144,0.1026
nsg,nsg,20200111_132837958819_748,20190128,0.1356,0.1996,0.1001
nsg,nsg,20200111_132837958819_748,20190128,0.1404,0.192,0.0974
nsg,nsg,20200111_132837958819_748,20190128,0.1334,0.205,0.095
nsg,nsg,20200111_132837958819_748,20190128,0.133,0.2008,0.0955
nsg,nsg,20200111_132837958819_748,20190128,0.148,0.203,0.1015
nsg,nsg,20200111_132837958819_748,20190128,0.1284,0.2008,0.0952
nsg,nsg,20200111_132837958819_748,20190128,0.1294,0.1992,0.0952
nsg,nsg,20200111_132837958819_748,20190128,0.1426,0.206,0.1002
nsg,nsg,20200111_132837958819_748,20190128,0.1288,0.2044,0.095
nsg,nsg,20200111_132837958819_748,20190128,0.1232,0.1954,0.0932
nsg,nsg,20200111_132837958819_748,20190128,0.127,0.1988,0.0949
nsg,nsg,20200111_133115517369_751,20190128,0.2146,0.197,0.0393
nsg,nsg,edit,20190128,0.1686,0.2106,0.0948
nsg,nsg,edit,20190128,0.18,0.212,0.0968
nsg,nsg,edit,20190128,0.2232,0.2618,0.1086
nsg,nsg,edit,20190128,0.131,0.1642,0.0847
nsg,nsg,edit,20190128,0.1226,0.1532,0.0787
nsg,nsg,edit,20190128,0.1318,0.17,0.0792
nsg,nsg,edit,20190128,0.1226,0.147,0.0816
nsg,nsg,edit,20190128,0.0777,0.108,0.0639
sg,sg,edit,20190128,0.1566,0.1926,0.1444
sg,sg,edit,20190128,0.1414,0.1844,0.1302
sg,sg,edit,20190128,0.1634,0.2142,0.1466
sg,sg,edit,20190128,0.144,0.1714,0.1222
sg,sg,edit,20190128,0.1634,0.1954,0.13
sg,sg,edit,20190128,0.178,0.215,0.1482
sg,sg,edit,20190128,0.1528,0.1894,0.1324
sg,sg,edit,20190128,0.1678,0.225,0.1818
sg,sg,edit,20190128,0.1322,0.1326,0.0441
sg,sg,edit,20190128,0.1298,0.1326,0.0433
sg,sg,edit,20190128,0.1282,0.1306,0.0422
sg,sg,edit,20190128,0.1276,0.1302,0.043
sg,sg,edit,20190128,0.148,0.2008,0.1464
sg,sg,edit,20190128,0.1522,0.207,0.1562
sg,sg,edit,20190128,0.1314,0.1752,0.1362
sg,sg,edit,20190128,0.172,0.2222,0.1924
sg,sg,edit,20190128,0.139,0.1958,0.1644
sg,sg,edit,20190128,0.2182,0.2754,0.2192
sg,sg,edit,20190128,0.237,0.2862,0.222
sg,sg,edit,20190128,0.2424,0.3162,0.2552
sg,sg,edit,20190128,0.2366,0.31,0.2482
sg,sg,edit,20190128,0.211,0.2818,0.2116
sg,sg,edit,20190128,0.2266,0.288,0.2134
sg,sg,20200111_134007632037_898,20190212,0.0979,0.117,0.0731
sg,sg,20200111_134007632037_898,20190212,0.0971,0.118,0.0753
sg,sg,20200111_134007632037_898,20190212,0.097,0.1196,0.0764
sg,sg,20200111_134007632037_898,20190212,0.0969,0.1256,0.0833
sg,sg,20200111_134007632037_898,20190212,0.0941,0.1202,0.0769
sg,sg,20200111_134024943986_924,20190212,0.0874,0.0929,0.0357
sg,sg,20200111_134024943986_924,20190212,0.087,0.0911,0.0353
sg,sg,20200111_134024943986_924,20190212,0.0842,0.0897,0.0339
sg,sg,20200111_134024943986_924,20190212,0.0828,0.0867,0.0342
sg,sg,20200111_134024943986_924,20190212,0.0844,0.0873,0.0329
sg,sg,20200111_134024943986_924,20190212,0.0826,0.0856,0.0312
sg,sg,20200111_134024943986_924,20190212,0.0777,0.0854,0.0314
sg,sg,20200111_134024943986_924,20190212,0.0771,0.084,0.0319
sg,sg,20200111_134024943986_924,20190212,0.0824,0.0866,0.0308
sg,sg,20200111_134024943986_924,20190212,0.0813,0.0865,0.0313
sg,sg,20200111_134024943986_924,20190212,0.0783,0.084,0.0314
sg,sg,20200111_134055474374_118,20190212,0.136,0.1574,0.0598
sg,sg,20200111_134055474374_118,20190212,0.1218,0.1484,0.0522
sg,sg,20200111_134055474374_118,20190212,0.1202,0.1426,0.0485
sg,sg,20200111_134112001256_297,20190212,0.0747,0.075,0.0263
sg,sg,20200111_134112001256_297,20190212,0.0716,0.0786,0.0289
sg,sg,20200111_134112001256_297,20190212,0.0709,0.0735,0.0269
sg,sg,20200111_134112001256_297,20190212,0.0722,0.0787,0.0276
sg,sg,20200111_134112001256_297,20190212,0.0694,0.0718,0.0291
sg,sg,20200111_134112001256_297,20190212,0.0708,0.0802,0.0284
sg,sg,20200111_134133633416_349,20190212,0.1052,0.1134,0.0385
sg,sg,20200111_134133633416_349,20190212,0.1078,0.116,0.0383
sg,sg,20200111_134133633416_349,20190212,0.109,0.119,0.0361
sg,sg,20200111_134217013441_494,20190212,0.0871,0.1092,0.0666
sg,sg,20200111_134217013441_494,20190212,0.0895,0.1086,0.067
sg,sg,20200111_134257511404_667,20190212,0.14,0.1622,0.0976
sg,sg,20200111_134257511404_667,20190212,0.1428,0.1642,0.0968
sg,sg,20200111_134257511404_667,20190212,0.1462,0.1656,0.0963
sg,sg,20200111_134257511404_667,20190212,0.148,0.167,0.0943
sg,sg,20200111_134314241338_685,20190212,0.1528,0.187,0.1334
sg,sg,20200111_134314241338_685,20190212,0.1432,0.1764,0.1278
sg,sg,20200111_134314241338_685,20190212,0.1358,0.167,0.1138
sg,sg,20200111_134325769845_717,20190212,0.135,0.158,0.1034
sg,sg,20200111_134325769845_717,20190212,0.1422,0.165,0.105
sg,sg,20200111_134325769845_717,20190212,0.1364,0.1536,0.1018
sg,sg,20200111_134325769845_717,20190212,0.1492,0.1666,0.105
sg,sg,20200111_134352058193_353,20190212,0.1432,0.1846,0.119
sg,sg,20200111_134352058193_353,20190212,0.0973,0.1262,0.0913
sg,sg,20200111_134352058193_353,20190212,0.125,0.1618,0.1068
sg,sg,20200111_134352058193_353,20190212,0.0927,0.124,0.0872
sg,sg,20200111_134423865213_140,20190212,0.1932,0.2026,0.0727
sg,sg,20200111_134423865213_140,20190212,0.1814,0.1976,0.0714
sg,sg,20200111_134423865213_140,20190212,0.1774,0.1942,0.0669
sg,sg,20200111_134441354625_926,20190212,0.1856,0.1804,0.0541
sg,sg,20200111_134441354625_926,20190212,0.1856,0.181,0.0503
sg,sg,20200111_134456097067_189,20190212,0.161,0.1592,0.0532
sg,sg,20200111_134456097067_189,20190212,0.158,0.1546,0.0504
sg,sg,20200111_134456097067_189,20190212,0.1556,0.1532,0.0486
sg,sg,20200111_134456097067_189,20190212,0.1512,0.1508,0.0482
sg,sg,20200111_134456097067_189,20190212,0.1558,0.1496,0.0463
sg,sg,20200111_134456097067_189,20190212,0.1494,0.1482,0.051
nsg,nsg,20200111_134713298414_216,20190212,0.0803,0.1098,0.0749
nsg,nsg,20200111_134713298414_216,20190212,0.08,0.11,0.0702
nsg,nsg,20200111_134713298414_216,20190212,0.0853,0.1156,0.0744
nsg,nsg,20200111_134713298414_216,20190212,0.0787,0.11,0.0713
nsg,nsg,20200111_134713298414_216,20190212,0.0907,0.1204,0.0731
nsg,nsg,20200111_134713298414_216,20190212,0.0811,0.112,0.0733
nsg,nsg,20200111_134713298414_216,20190212,0.0877,0.113,0.0736
nsg,nsg,20200111_134713298414_216,20190212,0.0927,0.1218,0.0785
nsg,nsg,20200111_134713298414_216,20190212,0.0819,0.116,0.0746
nsg,nsg,20200111_134713298414_216,20190212,0.078,0.1106,0.0722
nsg,nsg,20200111_134713298414_216,20190212,0.0847,0.1194,0.0783
sg,sg,20200111_134740971345_533,20190212,0.1312,0.1272,0.0358
sg,sg,20200111_134740971345_533,20190212,0.1358,0.1334,0.0349
sg,sg,20200111_134740971345_533,20190212,0.1306,0.1282,0.0369
sg,sg,20200111_134740971345_533,20190212,0.139,0.1378,0.0351
sg,sg,20200111_134752386006_790,20190212,0.119,0.117,0.0411
sg,sg,20200111_134752386006_790,20190212,0.123,0.1196,0.0386
sg,sg,20200111_134752386006_790,20190212,0.1284,0.1204,0.0402
sg,sg,20200111_134752386006_790,20190212,0.129,0.1226,0.0386
sg,sg,20200111_134944594090_740,20190212,0.1542,0.1388,0.0449
sg,sg,20200111_134944594090_740,20190212,0.1564,0.1454,0.046
sg,sg,20200111_134944594090_740,20190212,0.1652,0.1582,0.0464
sg,sg,20200111_134944594090_740,20190212,0.1534,0.1428,0.0429
sg,sg,20200111_134944594090_740,20190212,0.1612,0.151,0.0441
nsg,nsg,20200111_135038739477_447,20190212,0.105,0.132,0.0655
nsg,nsg,20200111_135038739477_447,20190212,0.0967,0.132,0.0642
nsg,nsg,20200111_135038739477_447,20190212,0.1032,0.129,0.0623
nsg,nsg,20200111_135038739477_447,20190212,0.0717,0.0959,0.0554
nsg,nsg,20200111_135038739477_447,20190212,0.0729,0.1036,0.0533
nsg,nsg,20200111_135038739477_447,20190212,0.0865,0.1122,0.0546
nsg,nsg,20200111_135038739477_447,20190212,0.0565,0.0752,0.0476
nsg,nsg,20200111_135038739477_447,20190212,0.0647,0.0858,0.0489
nsg,nsg,20200111_135051538241_564,20190212,0.2978,0.3318,0.136
nsg,nsg,20200111_135051538241_564,20190212,0.3034,0.3328,0.1358
nsg,nsg,20200111_135051538241_564,20190212,0.3138,0.3172,0.1212
nsg,nsg,20200111_135051538241_564,20190212,0.3104,0.336,0.1358
nsg,nsg,20200111_135110499534_476,20190212,0.1588,0.1984,0.0983
nsg,nsg,20200111_135110499534_476,20190212,0.1036,0.146,0.0773
nsg,nsg,20200111_135110499534_476,20190212,0.1023,0.1406,0.0786
nsg,nsg,20200111_135110499534_476,20190212,0.1202,0.1368,0.0869
nsg,nsg,20200111_135110499534_476,20190212,0.0996,0.1368,0.0849
nsg,nsg,20200111_135134162737_873,20190212,0.3632,0.42,0.227
nsg,nsg,20200111_135134162737_873,20190212,0.3124,0.3646,0.2002
nsg,nsg,20200111_135145706377_581,20190212,0.2854,0.3466,0.1796
nsg,nsg,20200111_135145706377_581,20190212,0.2964,0.3508,0.1812
nsg,nsg,20200111_135145706377_581,20190212,0.2964,0.3542,0.179
nsg,nsg,20200111_140717995440_726,20190212,0.0828,0.1178,0.1208
nsg,nsg,20200111_140743419686_612,20190212,0.166,0.1884,0.0702
nsg,nsg,20200111_140743419686_612,20190212,0.1854,0.2168,0.1064
nsg,nsg,20200111_140755177778_139,20190212,0.1946,0.159,0.0348
nsg,nsg,20200111_140755177778_139,20190212,0.1986,0.1614,0.0336
nsg,nsg,20200111_140755177778_139,20190212,0.198,0.16,0.0334
nsg,nsg,20200111_140755177778_139,20190212,0.2002,0.1604,0.0344
nsg,nsg,20200111_140806701461_475,20190212,0.2104,0.1704,0.0372
nsg,nsg,20200111_140806701461_475,20190212,0.2076,0.1692,0.0372
nsg,nsg,20200111_140806701461_475,20190212,0.2078,0.168,0.0362
nsg,nsg,20200111_140942067733_983,20190212,0.2908,0.2728,0.0556
nsg,nsg,20200111_140942067733_983,20190212,0.2946,0.2766,0.06
nsg,nsg,20200111_140942067733_983,20190212,0.2894,0.2714,0.056
nsg,nsg,20200111_140942067733_983,20190212,0.2922,0.2834,0.0604
nsg,nsg,20200111_140942067733_983,20190212,0.2866,0.2776,0.0582
nsg,nsg,20200111_140942067733_983,20190212,0.2908,0.274,0.0564
nsg,nsg,20200111_140942067733_983,20190212,0.2906,0.2686,0.0559
nsg,nsg,20200111_140942067733_983,20190212,0.304,0.292,0.0631
nsg,nsg,20200111_140942067733_983,20190212,0.2964,0.288,0.0626
nsg,nsg,20200111_140942067733_983,20190212,0.2922,0.2832,0.0589
nsg,nsg,20200111_140942067733_983,20190212,0.2872,0.2768,0.0577
nsg,nsg,20200111_140942067733_983,20190212,0.2878,0.2686,0.0555
nsg,nsg,20200111_140942067733_983,20190212,0.302,0.2964,0.0631
nsg,nsg,20200111_140942067733_983,20190212,0.2952,0.2884,0.0619
nsg,nsg,20200111_140942067733_983,20190212,0.294,0.2854,0.0577
nsg,nsg,20200111_140942067733_983,20190212,0.2902,0.2796,0.056
nsg,nsg,20200111_140942067733_983,20190212,0.2888,0.2792,0.06
nsg,nsg,20200111_140942067733_983,20190212,0.2984,0.2932,0.0628
nsg,nsg,20200111_140942067733_983,20190212,0.2902,0.2812,0.0608
nsg,nsg,20200111_140942067733_983,20190212,0.29,0.2802,0.0579
nsg,nsg,20200111_140942067733_983,20190212,0.2836,0.2728,0.0558
nsg,nsg,20200111_140942067733_983,20190212,0.2978,0.2818,0.0602
nsg,nsg,20200111_140942067733_983,20190212,0.2912,0.2828,0.061
nsg,nsg,20200111_140942067733_983,20190212,0.2852,0.2802,0.0627
nsg,nsg,20200111_140942067733_983,20190212,0.288,0.2822,0.0647
nsg,nsg,20200111_140942067733_983,20190212,0.282,0.2742,0.0623
nsg,nsg,20200111_140942067733_983,20190212,0.285,0.2736,0.059
nsg,nsg,20200111_141009300559_240,20190212,0.2476,0.2436,0.051
nsg,nsg,20200111_141009300559_240,20190212,0.2376,0.2378,0.0518
nsg,nsg,20200111_141041096081_964,20190212,0.2342,0.2714,0.1378
nsg,nsg,20200111_141041096081_964,20190212,0.1972,0.2338,0.1272
nsg,nsg,20200111_141041096081_964,20190212,0.2412,0.2872,0.1538
nsg,nsg,20200111_141041096081_964,20190212,0.213,0.2592,0.1432
nsg,nsg,20200111_141102061508_860,20190212,0.0258,0.0605,0.0381
nsg,nsg,20200111_141102061508_860,20190212,0.0243,0.0559,0.0331
nsg,nsg,20200111_141102061508_860,20190212,0.0207,0.051,0.0299
nsg,nsg,20200111_141102061508_860,20190212,0.0274,0.0539,0.0351
nsg,nsg,20200111_141155119056_426,20190212,0.2626,0.2498,0.0588
nsg,nsg,20200111_141155119056_426,20190212,0.2632,0.251,0.0589
nsg,nsg,20200111_141155119056_426,20190212,0.2668,0.254,0.0579
nsg,nsg,20200111_141155119056_426,20190212,0.2648,0.2564,0.0597
